web-scraper-order,web-scraper-start-url,ReviewLink,ReviewLink-href,Pagination,Title,ReviewText,UserID,Date
"1738805413-18","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Everyday","I had a trial of it and ended up buying a full size and I tried another color and both are beautiful! I can’t wait to try more!","chewbeccalove","3 Jan 2025"
"1738805413-19","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","YOU NEED THIS!!!","Ok to be honest I am not a big lip gloss girl, however, this stuff is amazing. I truly love this product and the color of it. This product stays on my lips for a long time, even after being at the bar! I would 100% recommend","kkcran04","2 Jan 2025"
"1738805413-20","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","It’s nice just a little sticky when I use it. Really nice color and texture.","Sailoredith21","1 Jan 2025"
"1738805413-21","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Lovely Berry Shade","Packaging - I like that this lip gloss doesn’t spill. Also, when dipping and pulling out the wand, the product amount comes perfectly, unlike some lip glosses that absorb too much or too little of the product. For the quantity of the product, I wish there was more of it in the bottle. 

Wear test - I like that the product isn’t too sticky and the colour is visible. Both by itself or layered on top of a lip stick, it works well. This product works throughout the year for multiple occasions. I also like that the Berry shade would look good a variety of skin tones. On the downside, it doesn’t last long so I noticed I would have to re-apply throughout the day. 

Overall, this is a great lip gloss for that subtle but put together look. I have continued to re-purchase this and have gifted to others who also highly recommend.","MissEhs","31 Dec 2024"
"1738805413-22","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Very Pretty! I would recommend","It's a really nice gloss that feels very comfortable on, however it doesn't last very long and the applicator is very odd, I can't get an even layer of the product on my lips without going over them 3-4 times. I love the color and overall one of the better lip glosses on the market!","ellieseph0ra","31 Dec 2024"
"1738805413-23","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Run and Grab 👄","When I say “In Love” I mean In Lovveeeee ❤️ I genuinely love how glossy and hydrated my lips look thanks to this gloss. Highly recommend if looking into buying this product!","marrokim","29 Dec 2024"
"1738805413-24","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Such a staple","Love this so good color is so pretty and the formula is wonderful it’s buttery and soft and last for so long","izzy12345678","24 Dec 2024"
"1738805413-25","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","wear everyday","Love the colour and application, but only lasts a couple of hours. I own 3 and will buy more!","vbingr","23 Dec 2024"
"1738805413-26","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Repeat purchase","This is my go-to lipgloss. I wear it alone or on top of a lip color. It doesn't dry out my lips either which is a win! Highly recommend trying this","Therese11","16 Dec 2024"
"1738805413-27","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","All I needed to complete my day!","Im in love with this product, so creamy, hydrating, and feels light in my lips, and the color is perfect and uniform. Girl the packaging is everything too!","Nelracs","15 Dec 2024"
"1738805413-28","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Favorite lipgloss","I absolutely love this lip gloss, so hydrating and it lasts awhile. My favorite so far is nearly apricot. I just bought the nearly berry one and it’s very pigmented but I’m not a huge fan of the purple undertones .","Kalyn09","12 Dec 2024"
"1738805413-29","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Exceeded Expectations","Bought this as what I wanted was discontinued. This has staying power! Goes on easy like a lipgloss, but has rich, saturated color like a lipstick. Was at an event and someone stopped to ask if I had refreshed my lips since getting there and I said NOPE! Stayed on all evening in some HOT conditions! I don’t think anything lasts 100% through dinner, but this has impressive coverage and staying power. Will buy again! I think it is moisturizing also.","kelc14017","8 Dec 2024"
"1738805413-30","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Color beautiful.. texture...","It's a beautiful gloss, I'm not the biggest fan of the texture. It feel weird on my lips and is a sticky gloss. Not the biggest fan but the color is beautiful","RENTEEWS","3 Dec 2024"
"1738805413-31","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Pretty, but doesn't last long on the lips","Very comfortable on the lips with sheer pigment. It doesn't last very long unfortunately, but this is to be expected from a product like this. I like to use it as a ""topper"" over a lip stain or more matte lipstick.","","28 Nov 2024"
"1738805413-32","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","perfect moisturizer for your lips!","This is the second time i’ve bought this product and it’s because i love it so much. it moisturizes my lips and gives my lips color at the same time.","GJ14","27 Nov 2024"
"1738805413-33","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","Love it!! It feels delicious on the lips and is a gorgeous color!","","26 Nov 2024"
"1738805413-34","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Not really worth it purchasing","Honestly I saw the good reviews of this product and purchased it applying first time I like it after 2 3 days it’s almost half. I felt like it’s very thick portion and really sticky and doesn’t last much longer","karrss","19 Nov 2024"
"1738805413-35","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","Perfectly subtle on my lips in terms of shine and color + moisturizing formula","mvlan","10 Nov 2024"
"1738805413-36","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","Amazing subtle gloss, keeps your lips moisturized with such a beautiful color!!","sararj","9 Nov 2024"
"1738805413-37","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Buttery Soft Balm","What I love about this product is the way it feels buttery soft and hydrating on my lips. What I’m disappointed with is that it doesn’t last more than an hour, requires lots of reapplication, and the wand applicator is way too small. It’s a lovely shade and moisturizing lip balm but be prepared for constant reapplication to provide adequate tint and gloss. I like it but I won’t be repurchasing it again unless there’s a few improvements made to the longevity and application design. Bit disappointing.","DrZubcic","5 Nov 2024"
"1738805413-38","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","Subtle and pretty. Feels like butter! Also stays on really well. Not too sticky.","eryn626","3 Nov 2024"
"1738805413-39","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Nice product to toss in your bag for fall","Nice product that performed as advertised. Hydrating, balmy, and pretty. Rare beauty doesn’t dazzle me but I really appreciate the consistency and also that their  products are relatively affordable compared to other Sephora brands.","blueviolet21","2 Nov 2024"
"1738805413-40","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Best lip product ever!","My favourite lip product ever! I am constantly repurchasing this as the formula is so buttery soft and doesn’t dry your lips out. Smells amazing","jessiazarccc","2 Nov 2024"
"1738805413-41","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","I like how these aren’t too much but aren’t too little. Feels so hydrating and smooth and Perfect for daily use, even a day out running errands. Simple but a lovely tint to the lips. Rated 4 starts only cause the actual applicator is small and takes several uses to really get the lips glossy but overall love it!","madsstum","30 Oct 2024"
"1738805413-42","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","So plush! Feels very comfortable and the lightest wash of color. This will stay in my purse 🙌","LittleRedM","29 Oct 2024"
"1738805413-43","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","One of my favourites","I really really love how this lippie feels, the texture is my favourite. I'm someone who doesn't like thin feeling lip products, and this feels very thick and luxurious. The only downside though is that the colour doesn't last very long so I'd use it ontop of another product as like a gloss","qcetone","28 Oct 2024"
"1738805413-44","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Love","Beautiful on your lips but fades easy and is darker then shown on the model","kyloooo","28 Oct 2024"
"1738805413-45","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Great lip gloss!","This color is so beautiful. Goes on easily, my lips are smooth and moisturized. I can’t wait to buy more colors","MelissaD0708","25 Oct 2024"
"1738805413-46","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","GET THIS GLOSS!","i bought this product at a sephora a week ago after loving my nearly neutral shade and i cannot stop applying i love it and the shade so much i want more colors i bring this gloss every where i go its my go to and it is not sticky","Emilee327","23 Oct 2024"
"1738805413-47","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","","So I pair this lip gloss with my lip oil and a lipliner and it last all day","Jazzybellbellbe","21 Oct 2024"
"1738805413-48","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","The best lip gloss/balm I have ever used!!!!","I never write reviews but I had to for this product. It is the creamiest lip gloss/balm I have ever used. It's not sticky, doesn't have a strong smell and the colour is absolutely perfect for me! If you like lip balms or lip oils you need to try this!","paris221","18 Oct 2024"
"1738805413-49","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","New fave","Wow I absolutely love this gloss. Love the applicator and feels amazing on my lips. Going to buy another color!","beccanj","16 Oct 2024"
"1738805413-50","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","Waste of money","I don’t like this product , this is not long lasting ,my lips feel very heavy and sticky when I apply this product .. I would never recommend this
To anyone .. don’t waste your money on this product","simarjot1","16 Oct 2024"
"1738805413-51","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","I use this like EVERY day!💗💐","Such a pretty lip gloss! Very pretty for any occasion, and so many colors to choose from! Selena always has such good products! Definitely a must have!","1presleyjo","15 Oct 2024"
"1738805413-52","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product","1.1K","https://www.sephora.com/product/rare-beauty-by-selena-gomez-stay-vulnerable-glossy-lip-balm-P467449?skuId=2867737&icid2=products%20grid:p467449:product#ratings-reviews-container","","My fav lip balm","I really like the color and texture (: this was my first product from rare beauty and I loved it!","Roxiexoxo","14 Oct 2024"
